iter	RMSE
427	0.02136269748
428	0.021334281
429	0.02130791279
430	0.0212958016
431	0.02128056089
432	0.02126188883
433	0.02124272975
434	0.0212254044
435	0.02119954545
436	0.0211889017
437	0.02117023057
438	0.02114882664
439	0.02112975126
440	0.02110931197
441	0.02109410158
442	0.02106654342
443	0.02105388996
444	0.02103810166
445	0.02102837447
446	0.02101122623
447	0.02099249571
448	0.02097391701
449	0.02095621502
450	0.02094563848
451	0.02092612401
452	0.02090334585
453	0.02087983985
454	0.02086115812
455	0.02083743223
456	0.02082504762
457	0.02080787854
458	0.02078459784
459	0.02077164061
460	0.02075380243
461	0.02072880723
462	0.02070842305
463	0.02069556722
464	0.02068285608
465	0.02066407008
466	0.02065274336
467	0.02064220214
468	0.02062602568
469	0.02060485917
470	0.02058735591
471	0.02056726729
472	0.02054934199
473	0.02052743438
474	0.02049534262
475	0.02047765036
476	0.02046928357
477	0.02045037773
478	0.02043549619
479	0.02042054378
480	0.02040721792
481	0.02039037394
482	0.02036400434
483	0.02034203754
484	0.02032641178
485	0.02032035559
486	0.02030346204
487	0.02028305691
488	0.02026087221
489	0.02024701791
490	0.02023443113
491	0.02022320653
492	0.02020848435
493	0.0201932438
494	0.02018000443
495	0.02016389655
496	0.02015065366
497	0.02012639039
498	0.02011214545
499	0.02009533914
